lineNb,bookId,spell,spellType,sentence
60368,7,apparition,Transportation,"even without any new ideas, they continued to move through the countryside, pitching the tent in a different place each night for security. every morning they made sure that they had removed all clues to their presence, then set off to find another lonely and secluded spot, traveling by apparition to more woods, to the shadowy crevices of cliffs, to purple moors, gorse-covered mountainsides, and once a sheltered and pebbly cove. every twelve hours or so they passed the horcrux between them as though they were playing some perverse, slow-motion game of pass-the-parcel, where they dreaded the music stopping because the reward was twelve hours of increased fear and anxiety."
60416,7,muffliato,Charm,"'you cast the muffliato charm over us, right?' he whispered to hermione."
60417,7,muffliato,Charm,"'i did everything,' she whispered back, 'muffliato, muggle-repelling and disillusionment charms, all of it. they shouldn’t be able to hear or see us, whoever they are.'"
60417,7,disillusionment charm,Charm,"'i did everything,' she whispered back, 'muffliato, muggle-repelling and disillusionment charms, all of it. they shouldn’t be able to hear or see us, whoever they are.'"
60421,7,accio,Charm,"'there ought to be a few salmon in here, or d’you reckon it’s too early in the season? accio salmon).'"
60548,7,obscuro,Conjuration,'obscuro'
60703,7,protego,Charm,"'protego' she cried, and an invisible shield expanded between her and harry on the one side and ron on the other; all of them were forced backward a few steps by the strength of the spell, and harry and ron glared from either side of the transparent barrier as though they were seeing each other clearly for the first time. harry felt a corrosive hatred toward ron: something had broken between them."
60853,7,disillusionment charm,Charm,"'yes, but we’ll have to think it through carefully, harry.' she was sitting up now, and harry could tell that the prospect of having a plan again had lifted her mood as much as his. 'we’ll need to practice disapparating together under the invisibility cloak for a start, and perhaps disillusionment charms would be sensible too, unless you think we should go the whole hog and use polyjuice potion? in that case we’ll need to collect hair from somebody. i actually think we’d better do that, harry, the thicker our disguises the better. ...'"
60877,7,fidelius charm,Charm,"remembered any of them, knowing deep inside that it was impossible, that he had been little more than a year old when he had left this place forever. he was not even sure whether he would be able to see the cottage at all; he did not know what happened when the subjects of a fidelius charm died. then the little lane along which they were walking curved to the left and the heart of the village, a small square, was revealed to them."
61015,7,fidelius charm,Charm,"he could see it; the fidelius charm must have died with james and lily. the hedge had grown wild in the sixteen years since hagrid had taken harry from the rubble that lay scattered amongst the waist-high grass. most of the cottage was still standing, though entirely covered in dark ivy and snow, but the right side of the top floor had been blown apart; that, harry was sure, was where the curse had backfired. he and hermione stood at the gate, gazing up at the wreck of what must once have been a cottage just like those that flanked it."
61081,7,tergeo,Charm,"the last surface on which harry spotted a candle was a bow-fronted chest of drawers on which there stood a large number of photographs. when the flame danced into life, its reflection wavered on their dusty glass and silver. he saw a few tiny movements from the pictures. as bathilda fumbled with logs for the fire, he muttered ' tergeo ': the dust vanished from the photographs, and he saw at once that half a dozen were missing from the largest and most ornate frames. he wondered whether bathilda or somebody else had removed them. then the sight of a photograph near the back of the collection caught his eye, and he snatched it up."
61128,7,lumos,Charm,"'lumos,' said harry, and his wand ignited. he gave a start: bathilda had moved close to him in those few seconds of darkness, and he had not heard her approach."
61160,7,accio,Charm,'accio ... accio wand ...'
61172,7,confringo,Curse,"' confringov’ and her spell flew around the room, exploding the wardrobe mirror and ricocheting back at them, bouncing from floor to ceiling; harry felt the heat of it sear the back of his hand. glass cut his cheek as, pulling hermione with him, he leapt from bed to broken dressing table and then straight out of the smashed window into nothingness, her scream reverberating through the night as they twisted in midair. ..."
61183,7,fidelius charm,Charm,"and along a new and darker street he moved, and now his destination was in sight at last, the fidelius charm broken, though they did not know it yet. ..."
61195,7,avada kedavra,Curse,'avada kedavra!'
61220,7,avada kedavra,Curse,'avada kedavra!'
61242,7,hover charm,Charm,"'yes,' said hermione. 'i had to use a hover charm to get you into your bunk, i couldn’t lift you. you’ve been ... well, you haven’t been quite ...'"
61294,7,reparo,Charm,'r-reparo.'
61296,7,lumos,Charm,'lumosl'
61304,7,expelliarmus,Charm,' expelliarmusl'
61507,7,apparition,Transportation,"several times he jerked upright, his neck aching because he had fallen asleep, slumped at an awkward angle against the side of the tent. the night reached such a depth of velvety blackness that he might have been suspended in limbo between disapparition and apparition. he had just held up a hand in front of his face to see whether he could make out his fingers when it happened."
61527,7,lumos,Charm,"'lumos' he whispered, and the wand-tip ignited."
61538,7,accio,Charm,"he pointed the wand at the silvery shape and murmured, 'accio sword.'"
61558,7,diffindo,Charm,'diffindo.'
61723,7,bluebell flames,Charm,"it was gloriously warm after the pool and the forest, the only illumination the bluebell flames still shimmering in a bowl on the floor. hermione was fast asleep, curled up under her blankets, and did not move until harry had said her name several times."
61742,7,protego,Charm,'protegol'
61885,7,taboo,Curse,"""... and how did you find out about the taboo?' he asked harry after explaining the many desperate attempts of muggle-borns to evade the ministry."
61900,7,taboo,Curse,"'exactly! you’ve got to give them credit, it makes sense. it was only people who were serious about standing up to him, like dumbledore, who ever dared use it. now they’ve put a taboo on it, anyone who says it is trackable — quick-and-easy way to find order members! they nearly got kingsley — '"
61932,7,engorgio,Charm,'engorgio.'
61936,7,reducio,Charm,'sorry — reducio.'
62252,7,bedazzling hex,Hex,"'ah, but the third hallow is a true cloak of invisibility, miss granger! i mean to say, it is not a traveling cloak imbued with a disillusionment charm, or carrying a bedazzling hex, or else woven from demiguise hair, which will hide one initially but fade with the years until it turns opaque. we are talking page | 463 harry potter and the deathly hallows - j.k. rowling"
62252,7,disillusionment charm,Charm,"'ah, but the third hallow is a true cloak of invisibility, miss granger! i mean to say, it is not a traveling cloak imbued with a disillusionment charm, or carrying a bedazzling hex, or else woven from demiguise hair, which will hide one initially but fade with the years until it turns opaque. we are talking page | 463 harry potter and the deathly hallows - j.k. rowling"
62427,7,homenum revelio,Charm,"'homenum revelio,' said the voice at the foot of the stairs."
62427,7,revelio,Charm,"'homenum revelio,' said the voice at the foot of the stairs."
62442,7,hover charm,Charm,"he started to dig himself out under cover of all the noise xenophilius was making on the staircase. ron was buried deepest: harry and hermione climbed, as quietly as they could, over all the wreckage to where he lay, trying to prise a heavy chest of drawers off his legs. while xenophilius ’s banging and scraping drew nearer and nearer, hermione managed to free ron with the use of a hover charm."
62454,7,hover charm,Charm,harry held out his left hand. ron vanished beneath the cloak. the printing press blocking the stairs was vibrating: xenophilius was trying to shift it using a hover charm. harry did not know what hermione was waiting for.
62459,7,obliviate,Charm,"'obliviate' cried hermione, pointing her wand first into his face, then at the floor beneath them. 'deprimo'"
62459,7,deprimo,Charm,"'obliviate' cried hermione, pointing her wand first into his face, then at the floor beneath them. 'deprimo'"
62471,7,protego,Charm,'protego totalum ... salvio hexia ...'
62471,7,protego totalum,Charm,'protego totalum ... salvio hexia ...'
62471,7,salvio hexia,Charm,'protego totalum ... salvio hexia ...'
62473,7,cave inimicum,Charm,"' cave inimicum ... didn’t i say it was an erumpent horn, didn’t i tell him? and now his house has been blown apart!'"
62593,7,disillusionment charm,Charm,"'read it,' he told her, pushing his mother’s letter into her hand. 'read it! dumbledore had the cloak, hermione! why else would he want it? he didn’t need a cloak, he could perform a disillusionment charm so powerful that he made himself completely invisible without one!'"
62807,7,taboo,Curse,"'the name’s taboo!' ron bellowed, leaping to his feet as a loud crack sounded outside the tent. 'i told you, harry, i told you, we can’t say it anymore — we’ve got"
62875,7,taboo,Curse,"'well, they don’t show the dark lord proper respect, so the name’s been tabooed. a few order members have been tracked that way. we’ll see. bind them up with the other two prisoners!'"
63061,7,stinging jinx,Jinx,"'looks more like a stinging jinx to me,' said lucius."
63114,7,stupefy,Charm,'stupefyl' she screamed. 'stupefyl'
63211,7,crucio,Curse,"'what else did you take, what else? answer me! crucio'"
63305,7,relashio,Jinx,"'relashiol' said ron, pointing the wand at the silver hand, but nothing happened; pettigrew dropped to his knees, and at the same moment, hermione gave a dreadful scream from overhead. wormtail’s eyes rolled upward in his purple face; he gave a last twitch, and was still."
63331,7,stupefy,Charm,"' expelliarmusv’ he roared, pointing wormtail’s wand at bellatrix, and hers flew into the air and was caught by harry, who had sprinted after ron. lucius, narcissa, draco, and greyback wheeled about; harry yelled, 'stupefy' and lucius malfoy collapsed onto the hearth. jets of light flew from draco’s, narcissa’s, and greyback’s wands; harry threw himself to the floor, rolling behind a sofa to avoid them."
63331,7,expelliarmus,Charm,"' expelliarmusv’ he roared, pointing wormtail’s wand at bellatrix, and hers flew into the air and was caught by harry, who had sprinted after ron. lucius, narcissa, draco, and greyback wheeled about; harry yelled, 'stupefy' and lucius malfoy collapsed onto the hearth. jets of light flew from draco’s, narcissa’s, and greyback’s wands; harry threw himself to the floor, rolling behind a sofa to avoid them."
63346,7,stupefy,Charm,"as ron ran to pull hermione out of the wreckage, harry took his chance: he leapt over an armchair and wrested the three wands from draco’s grip, pointed all of them at greyback, and yelled, 'stupefyl' the werewolf was lifted off his feet by the triple spell, flew up to the ceiling, and then smashed to the ground."
63466,7,fidelius charm,Charm,"'fidelius charm. dad’s secret-keeper. and we’ve done it on this cottage too; i’m secret-keeper here. none of us can go to work, but that’s hardly the most important thing now. once ollivander and griphook are well enough, we’ll move them to muriel’s too. there isn’t much room here, but she’s got plenty. griphook’s legs are on the mend, fleur’s given him skele-gro; we could probably move them in an hour"
63795,7,disillusionment charm,Charm,"snape bowed and set off back up the path, his black cloak billowing behind him. harry walked slowly, waiting for snape ’s figure to disappear. it would not do for snape, or indeed anyone else, to see where he was going. but there were no lights in the castle windows, and he could conceal himself ... and in a second he had cast upon himself a disillusionment charm that hid him even from his own eyes."
64143,7,fidelius charm,Charm,"all three of them glanced back at shell cottage, lying dark and silent under the fading stars, then turned and began to walk toward the point, just beyond the boundary wall, where the fidelius charm stopped working and they would be able to disapparate. once past the gate, griphook spoke."
64229,7,confundo,Charm,"and he set off up the steps, nodding left and right to the wizards, who raised the golden rods and passed them up and down his body. the probes, harry knew, detected spells of concealment and hidden magical objects. knowing that he had only seconds; harry pointed draco’s wand at each of the guards in turn and murmured, 'confundo' twice. unnoticed by travers, who was looking through the bronze doors at the inner hall, each of the guards gave a little start as the spells hit them."
64260,7,imperio,Curse,"harry raised the hawthorn wand beneath the cloak, pointed it at the old goblin, and whispered, for the first time in his life, 'imperiol'"
64271,7,imperio,Curse,"harry acted without thinking: pointing his wand at travers, he muttered, 'imperiol' once more."
64303,7,imperio,Curse,'imperio'
64328,7,imperio,Curse,"'imperiol' harry said again; his voice echoed through the stone passage as he felt again the sense of heady control that flowed from brain to wand. bogrod submitted once more to his will, his befuddled expression changing to one of polite indifference, as ron hurried to pick up the leather bag of metal tools."
64329,7,protego,Charm,"'harry, i think i can hear people coming!' said hermione, and she pointed bellatrix’s wand at the waterfall and cried, 'protego' they saw the shield charm break the flow of enchanted water as it flew up the passageway."
64355,7,lumos,Charm,'lumosl'
64365,7,flagrante curse,Curse,"'they have added gemino and flagrante curses!' said griphook. 'everything you touch will burn and multiply, but the copies are worthless — and if you continue to handle the treasure, you will eventually be crushed to death by the weight of expanding gold!'"
64382,7,accio,Charm,"'accio cup' cried hermione, who had evidently forgotten in her desperation what griphook had told them during their planning sessions."
64395,7,levicorpus,Jinx,"she raised her wand, pointed it at harry, and whispered, 'levicorpus.'"
64397,7,impervius,Charm,"'impervius' screeched hermione in an attempt to protect herself, ron, and the goblins from the burning metal."
64405,7,liberacorpus,Counter-Jinx,"'liberacorpus' yelled harry, and with a crash he and griphook landed on the surface of the swelling treasure, and the sword flew out of harry’s hand."
64417,7,stupefy,Charm,"'stupefyl' he bellowed, and ron and hermione joined in: jets of red light flew into the crowd of goblins, and some toppled over, but others advanced, and harry saw several wizard guards running around the corner."
64418,7,relashio,Jinx,"the tethered dragon let out a roar, and a gush of flame flew over the goblins: the wizards fled, doubled- up, back the way they had come, and inspiration, or madness, came to harry. pointing his wand at the thick cuffs chaining the beast to the floor, he yelled, 'relashiol'"
64429,7,defodio,Charm,"'well never get out, it’s too big!' hermione screamed, but the dragon opened its mouth and belched flame again, blasting the tunnel, whose floors and ceiling cracked and crumbled. by sheer force the dragon clawed and fought its way through. harry’s eyes were shut tight against the heat and dust: deafened by the crashing of rock and the dragon’s roars, he could only cling to its back, expecting to be shaken off at any moment; then he heard hermione yelling, 'defodiol'"
64584,7,accio,Charm,'accio cloak).' roared one of the death eaters.
64613,7,expecto patronum,Charm,"was of ron and hermione that he thought as he whispered, 'expecto patronum).'"
64629,7,expecto patronum,Charm,"'stag!' roared the barman, and he pulled out a wand. 'stag! you idiot — expecto patronum .!'"
64634,7,caterwauling charm,Charm,' you set off the caterwauling charm?'
64686,7,caterwauling charm,Charm,"'right then,' said aberforth when they had eaten their fill, and harry and ron sat slumped dozily in their chairs. 'we need to think of the best way to get you out of here. can’t be done by night, you heard what happens if anyone moves outdoors during darkness: caterwauling charm’s set off, they’ll be onto you like bow-truckles on doxy eggs. i don’t reckon i’ll be able to pass off a stag as a goat a second time. wait for daybreak when curfew lifts, then you can put your cloak back on and set out on foot. get right out of hogsmeade, up into the mountains, and you’ll be able to disapparate there. might see hagrid. he’s been hiding in a cave up there with grawp ever since they tried to arrest him.'"
64853,7,caterwauling charm,Charm,"'couple more?' repeated aberforth ominously. 'what d’you mean, a couple more, longbottom? there’s a curfew and a caterwauling charm on the whole village!'"
65196,7,crucio,Curse,"as amycus spun around, harry shouted, 'crucio'"
65219,7,imperio,Curse,"there was a sound of movement, of clinking glass: amycus was coming round. before harry or luna could act, professor mcgonagall rose to her feet, pointed her wand at the groggy death eater, and said, 'imperio.'"
65241,7,apparition,Transportation,"' — and if hogwarts is about to enter a state of siege, with the dark lord at the gates, it would indeed be advisable to take as many innocent people out of the way as possible. with the floo network under observation, and apparition impossible within the grounds — '"
65316,7,protego horribilis,Charm,"' — protego horribilis — the diadem of ravenclaw?' squeaked flitwick. 'a little extra wisdom never goes amiss, potter, but i hardly think it would be much use in this situation!'"
65316,7,protego,Charm,"' — protego horribilis — the diadem of ravenclaw?' squeaked flitwick. 'a little extra wisdom never goes amiss, potter, but i hardly think it would be much use in this situation!'"
65343,7,locomotor,Charm,'and now — piertotum locomotori' cried professor mcgonagall.
65343,7,piertotum locomotor,Charm,'and now — piertotum locomotori' cried professor mcgonagall.
65778,7,accio,Charm,"' accio diadem).' cried hermione in desperation, but nothing flew through the air toward them. it seemed that, like the vault at gringotts, the room would not yield its hidden objects that easily."
65818,7,descendo,Charm,"with a whiplike movement, crabbe pointed his wand at the fifty-foot mountain of old furniture, of broken trunks, of old books and robes and unidentifiable junk, and shouted, 'descendov’"
65827,7,crucio,Curse,potter! cruciol'
65837,7,avada kedavra,Curse,'it’s that mudblood! avada kedavral'
65840,7,expelliarmus,Charm,' expelliarmusl'
65846,7,avada kedavra,Curse,"crabbe wheeled around and screamed, 'avada kedavray’ again. ron leapt out of sight to avoid the jet of green light. the wandless malfoy cowered behind a three-legged wardrobe as hermione charged toward them, hitting goyle with a stunning spell as she came."
65852,7,aguamenti,"Charm, Conjuration","'aguamenti' harry bawled, but the jet of water that soared from the tip of his wand evaporated in the air."
65871,7,firestorm,Charm,"'it’s — too — dangerous — !' ron yelled, but harry wheeled in the air. his glasses giving his eyes some small protection from the smoke, he raked the firestorm below, seeking a sign of life, a limb or a face that was not yet charred like wood. ..."
65901,7,fiendfyre,Curse,"'it must have been fiendfyre!' whimpered hermione, her eyes on the broken pieces."
65903,7,fiendfyre,Curse,"'fiendfyre — cursed fire — it’s one of the substances that destroy horcruxes, but i would never, ever have"
66027,7,glisseo,Charm,"two masked death eaters stood there, but even before their wands were fully raised, hermione shouted, 'glisseo'"
66029,7,duro,Charm,"'duro' cried hermione, pointing her wand at the tapestry, and there were two loud, sickening crunches as the tapestry turned to stone and the death eaters pursuing them crumpled against it."
66141,7,wingardium leviosa,Charm,"ron looked around, then directed his wand at a twig on the ground and said, 'wingardium leviosal' the twig flew up from the ground, spun through the air as if caught by a gust of wind, then zoomed directly at the trunk through the willow’s ominously swaying branches. it jabbed at a place near the roots, and at once, the writhing tree became still."
66157,7,nox,Charm,"he groped behind him and she forced the bundle of slippery cloth into his free hand. with difficulty he dragged it over himself, murmured, 'nox,' extinguishing his wandlight, and continued on his hands and knees, as silently as possible, all his senses straining, expecting every second to be discovered, to hear a cold clear voice, see a flash of green light."
66813,7,expecto patronum,Charm,'for him?' shouted snape. 'expecto patronuml'
66964,7,lumos,Charm,"the metal shell broke open. he lowered his shaking hand, raised draco’s wand beneath the cloak, and murmured, 'lumos.'"
67421,7,crucio,Curse,"'you see?' screeched voldemort over the tumult. 'harry potter is dead by my hand, and no man alive can threaten me now! watch! cruciov’"
67555,7,protego,Charm,"'protego' roared harry, and the shield charm expanded in the middle of the hall, and voldemort stared around for the source as harry pulled off the invisibility cloak at last."
67650,7,avada kedavra,Curse,'avada kedavrav’
67651,7,expelliarmus,Charm,' expelliarmus\ '
67721,7,reparo,Charm,"he laid the broken wand upon the headmaster’s desk, touched it with the very tip of the elder wand, and said, 'reparo.'"
67778,7,supersensory charm,Charm,"'as a matter of fact, i did confund him,' ron whispered to harry, as together they lifted albus ’s trunk and owl onto the train. 'i only forgot to look in the wing mirror, and let’s face it, i can use a supersensory charm for that.'"
