,source,target,association
3359,134,107,"['British Ministry of Magic', 'Gryffindor', 'Weasley family']"
3360,134,108,"['British Ministry of Magic', 'Potter family', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Weasley family']"
3361,134,109,"['Gryffindor', 'Order of the Phoenix', 'Weasley family']"
3362,134,110,['Gryffindor']
3363,134,111,['Slug Club']
3364,134,112,"[""Dumbledore's Army""]"
3365,134,113,['Potter family']
3366,134,114,"['Gryffindor', ""Dumbledore's Army""]"
3367,134,115,['Department of Magical Law Enforcement']
3368,134,116,"[""Dumbledore's Army""]"
3369,134,118,"['Gryffindor', ""Dumbledore's Army""]"
3370,134,123,"[""Dumbledore's Army""]"
3371,134,125,"['Order of the Phoenix', 'Weasley family']"
3372,134,131,['British Ministry of Magic']
3373,134,132,['Gryffindor']
3374,134,133,['Order of the Phoenix']
3375,134,139,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family']"
3376,134,142,['Order of the Phoenix']
3377,134,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
3378,134,145,['Order of the Phoenix']
3379,134,146,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Department of Magical Law Enforcement']"
3380,134,151,"[""Dumbledore's Army""]"
3381,134,152,"['Gryffindor', ""Dumbledore's Army""]"
3382,134,155,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Slug Club']"
3383,134,162,"['Gryffindor', ""Dumbledore's Army""]"
3384,134,165,"['British Ministry of Magic', 'Order of the Phoenix']"
3385,134,168,['Order of the Phoenix']
3386,134,169,"['Gryffindor', ""Dumbledore's Army""]"
3387,134,172,"['Potter family', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Slug Club', 'Weasley family']"
3388,134,173,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Weasley family']"
3389,134,175,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
3390,138,23,['Hufflepuff']
3391,138,33,['Hufflepuff']
3392,138,36,['Hufflepuff']
3393,138,67,['Hufflepuff']
3394,138,68,['Hufflepuff']
3395,138,91,['Hufflepuff']
3396,138,97,['Hufflepuff']
3397,138,112,['Hufflepuff']
3398,138,116,['Hufflepuff']
3399,138,163,['Hufflepuff']
3400,138,165,['Hufflepuff']
3401,139,5,['Gryffindor']
3402,139,7,"[""Dumbledore's Army""]"
3403,139,9,"[""Dumbledore's Army""]"
3404,139,10,['Gryffindor']
3405,139,13,"[""Dumbledore's Army""]"
3406,139,16,"['Gryffindor', ""Dumbledore's Army""]"
3407,139,24,"[""Dumbledore's Army""]"
3408,139,36,"[""Dumbledore's Army""]"
3409,139,37,"['Gryffindor', ""Dumbledore's Army""]"
3410,139,46,"[""Dumbledore's Army""]"
3411,139,54,['Gryffindor']
3412,139,55,['Gryffindor']
3413,139,56,"['Gryffindor', ""Dumbledore's Army""]"
3414,139,63,['Gryffindor']
3415,139,64,"['Gryffindor', ""Dumbledore's Army""]"
3416,139,66,['Gryffindor']
3417,139,67,['Weasley family']
3418,139,68,"[""Dumbledore's Army""]"
3419,139,71,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3420,139,72,['Gryffindor']
3421,139,79,['Gryffindor']
3422,139,84,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
3423,139,85,"['Gryffindor', 'Gryffindor Quidditch team']"
3424,139,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3425,139,103,"['Gryffindor', 'Weasley family']"
3426,139,104,"['Gryffindor', 'Weasley family', 'Gryffindor Quidditch team']"
3427,139,105,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
3428,139,106,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
3429,139,107,"['Gryffindor', 'Weasley family']"
3430,139,108,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
3431,139,109,"['Gryffindor', 'Weasley family']"
3432,139,110,"['Gryffindor', 'Gryffindor Quidditch team']"
3433,139,112,"[""Dumbledore's Army""]"
3434,139,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3435,139,116,"[""Dumbledore's Army""]"
3436,139,118,"['Gryffindor', ""Dumbledore's Army""]"
3437,139,123,"[""Dumbledore's Army""]"
3438,139,125,['Weasley family']
3439,139,132,['Gryffindor']
3440,139,134,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family']"
3441,139,143,"[""Dumbledore's Army""]"
3442,139,146,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3443,139,151,"[""Dumbledore's Army""]"
3444,139,152,"['Gryffindor', ""Dumbledore's Army""]"
3445,139,155,['Gryffindor']
3446,139,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3447,139,169,"['Gryffindor', ""Dumbledore's Army""]"
3448,139,172,"['Gryffindor', ""Dumbledore's Army"", 'Weasley family', 'Gryffindor Quidditch team']"
3449,139,173,"['Gryffindor', 'Weasley family']"
3450,139,175,"['Gryffindor', ""Dumbledore's Army""]"
3451,140,4,['Slytherin']
3452,140,6,['Slytherin']
3453,140,14,['Slytherin']
3454,140,15,['Slytherin']
3455,140,47,['Slytherin']
3456,140,48,['Slytherin']
3457,140,58,['Slytherin']
3458,140,61,['Slytherin']
3459,140,74,['Slytherin']
3460,140,88,['Slytherin']
3461,140,95,['Slytherin']
3462,140,96,['Slytherin']
3463,140,98,['Slytherin']
3464,140,111,['Slytherin']
3465,140,119,['Slytherin']
3466,140,144,['Slytherin']
3467,140,150,['Slytherin']
3468,140,164,['Slytherin']
3469,140,167,['Slytherin']
3470,142,5,['Order of the Phoenix']
3471,142,9,['Order of the Phoenix']
3472,142,21,['Order of the Phoenix']
3473,142,24,['Order of the Phoenix']
3474,142,25,['Order of the Phoenix']
3475,142,27,['Order of the Phoenix']
3476,142,34,['Order of the Phoenix']
3477,142,40,['Order of the Phoenix']
3478,142,55,['Order of the Phoenix']
3479,142,56,['Order of the Phoenix']
3480,142,64,['Order of the Phoenix']
3481,142,65,['Order of the Phoenix']
3482,142,66,['Order of the Phoenix']
3483,142,73,['Order of the Phoenix']
3484,142,83,['Order of the Phoenix']
3485,142,84,['Order of the Phoenix']
3486,142,85,['Order of the Phoenix']
3487,142,93,['Order of the Phoenix']
3488,142,98,['Order of the Phoenix']
3489,142,103,['Order of the Phoenix']
3490,142,104,['Order of the Phoenix']
3491,142,105,['Order of the Phoenix']
3492,142,106,['Order of the Phoenix']
3493,142,108,['Order of the Phoenix']
3494,142,109,['Order of the Phoenix']
3495,142,125,['Order of the Phoenix']
3496,142,133,['Order of the Phoenix']
3497,142,134,['Order of the Phoenix']
3498,142,143,['Order of the Phoenix']
3499,142,145,['Order of the Phoenix']
3500,142,146,['Order of the Phoenix']
3501,142,155,['Order of the Phoenix']
3502,142,165,['Order of the Phoenix']
3503,142,168,['Order of the Phoenix']
3504,142,172,['Order of the Phoenix']
3505,142,173,['Order of the Phoenix']
3506,142,175,['Order of the Phoenix']
3507,143,5,['Order of the Phoenix']
3508,143,7,"['Ravenclaw', ""Dumbledore's Army""]"
3509,143,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
3510,143,13,"['Ravenclaw', ""Dumbledore's Army""]"
3511,143,16,"[""Dumbledore's Army""]"
3512,143,21,['Order of the Phoenix']
3513,143,24,"['Order of the Phoenix', ""Dumbledore's Army""]"
3514,143,25,['Order of the Phoenix']
3515,143,27,['Order of the Phoenix']
3516,143,34,['Order of the Phoenix']
3517,143,36,"[""Dumbledore's Army""]"
3518,143,37,"[""Dumbledore's Army""]"
3519,143,40,['Order of the Phoenix']
3520,143,41,['Ravenclaw']
3521,143,46,"['Ravenclaw', ""Dumbledore's Army""]"
3522,143,55,['Order of the Phoenix']
3523,143,56,"['Order of the Phoenix', ""Dumbledore's Army""]"
3524,143,62,['Ravenclaw']
3525,143,64,"['Order of the Phoenix', ""Dumbledore's Army""]"
3526,143,65,"['Order of the Phoenix', 'Ravenclaw']"
3527,143,66,['Order of the Phoenix']
3528,143,68,"[""Dumbledore's Army""]"
3529,143,71,"[""Dumbledore's Army""]"
3530,143,73,['Order of the Phoenix']
3531,143,77,['Ravenclaw']
3532,143,83,['Order of the Phoenix']
3533,143,84,"['Order of the Phoenix', ""Dumbledore's Army""]"
3534,143,85,['Order of the Phoenix']
3535,143,86,['Ravenclaw']
3536,143,93,['Order of the Phoenix']
3537,143,98,['Order of the Phoenix']
3538,143,100,"[""Dumbledore's Army""]"
3539,143,103,['Order of the Phoenix']
3540,143,104,['Order of the Phoenix']
3541,143,105,"['Order of the Phoenix', ""Dumbledore's Army""]"
3542,143,106,"['Order of the Phoenix', ""Dumbledore's Army""]"
3543,143,108,"['Order of the Phoenix', ""Dumbledore's Army""]"
3544,143,109,['Order of the Phoenix']
3545,143,112,"[""Dumbledore's Army""]"
3546,143,114,"[""Dumbledore's Army""]"
3547,143,116,"[""Dumbledore's Army""]"
3548,143,118,"[""Dumbledore's Army""]"
3549,143,123,"['Ravenclaw', ""Dumbledore's Army""]"
3550,143,124,['Ravenclaw']
3551,143,125,['Order of the Phoenix']
3552,143,131,['Ravenclaw']
3553,143,133,['Order of the Phoenix']
3554,143,134,"['Order of the Phoenix', ""Dumbledore's Army""]"
3555,143,139,"[""Dumbledore's Army""]"
3556,143,142,['Order of the Phoenix']
3557,143,145,['Order of the Phoenix']
3558,143,146,"['Order of the Phoenix', ""Dumbledore's Army""]"
3559,143,151,"['Ravenclaw', ""Dumbledore's Army""]"
3560,143,152,"[""Dumbledore's Army""]"
3561,143,155,['Order of the Phoenix']
3562,143,156,['Ravenclaw']
3563,143,157,['Ravenclaw']
3564,143,162,"[""Dumbledore's Army""]"
3565,143,165,['Order of the Phoenix']
3566,143,166,['Ravenclaw']
3567,143,168,['Order of the Phoenix']
3568,143,169,"[""Dumbledore's Army""]"
3569,143,171,['Ravenclaw']
3570,143,172,"['Order of the Phoenix', ""Dumbledore's Army""]"
3571,143,173,['Order of the Phoenix']
3572,143,175,"['Order of the Phoenix', ""Dumbledore's Army""]"
3573,144,4,['Slytherin']
3574,144,6,['Slytherin']
3575,144,14,['Slytherin']
3576,144,15,['Slytherin']
3577,144,47,['Slytherin']
3578,144,48,['Slytherin']
3579,144,58,['Slytherin']
3580,144,61,['Slytherin']
3581,144,74,['Slytherin']
3582,144,88,['Slytherin']
3583,144,95,['Slytherin']
3584,144,96,['Slytherin']
3585,144,98,['Slytherin']
3586,144,111,['Slytherin']
3587,144,119,['Slytherin']
3588,144,140,['Slytherin']
3589,144,150,['Slytherin']
3590,144,164,['Slytherin']
3591,144,167,['Slytherin']
3592,145,5,['Order of the Phoenix']
3593,145,9,['Order of the Phoenix']
3594,145,21,['Order of the Phoenix']
3595,145,24,['Order of the Phoenix']
3596,145,25,['Order of the Phoenix']
3597,145,27,['Order of the Phoenix']
3598,145,34,['Order of the Phoenix']
3599,145,40,['Order of the Phoenix']
3600,145,55,['Order of the Phoenix']
3601,145,56,['Order of the Phoenix']
3602,145,64,['Order of the Phoenix']
3603,145,65,['Order of the Phoenix']
3604,145,66,['Order of the Phoenix']
3605,145,73,['Order of the Phoenix']
3606,145,83,['Order of the Phoenix']
3607,145,84,['Order of the Phoenix']
3608,145,85,['Order of the Phoenix']
3609,145,93,['Order of the Phoenix']
3610,145,98,['Order of the Phoenix']
3611,145,103,['Order of the Phoenix']
3612,145,104,['Order of the Phoenix']
3613,145,105,['Order of the Phoenix']
3614,145,106,['Order of the Phoenix']
3615,145,108,['Order of the Phoenix']
3616,145,109,['Order of the Phoenix']
3617,145,125,['Order of the Phoenix']
3618,145,133,['Order of the Phoenix']
3619,145,134,['Order of the Phoenix']
3620,145,142,['Order of the Phoenix']
3621,145,143,['Order of the Phoenix']
3622,145,146,['Order of the Phoenix']
3623,145,155,['Order of the Phoenix']
3624,145,165,['Order of the Phoenix']
3625,145,168,['Order of the Phoenix']
3626,145,172,['Order of the Phoenix']
3627,145,173,['Order of the Phoenix']
3628,145,175,['Order of the Phoenix']
3629,146,5,"['Gryffindor', 'Order of the Phoenix']"
3630,146,7,"[""Dumbledore's Army""]"
3631,146,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
3632,146,10,['Gryffindor']
3633,146,13,"[""Dumbledore's Army""]"
3634,146,16,"['Gryffindor', ""Dumbledore's Army""]"
3635,146,20,['Department of Magical Law Enforcement']
3636,146,21,['Order of the Phoenix']
3637,146,24,"['Order of the Phoenix', ""Dumbledore's Army""]"
3638,146,25,['Order of the Phoenix']
3639,146,27,['Order of the Phoenix']
3640,146,34,"['Order of the Phoenix', 'Albus Dumbledore']"
3641,146,36,"[""Dumbledore's Army""]"
3642,146,37,"['Gryffindor', ""Dumbledore's Army""]"
3643,146,39,['Albus Dumbledore']
3644,146,40,"['Order of the Phoenix', 'Albus Dumbledore']"
3645,146,46,"[""Dumbledore's Army""]"
3646,146,54,['Gryffindor']
3647,146,55,"['Gryffindor', 'Order of the Phoenix', 'Albus Dumbledore']"
3648,146,56,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
3649,146,63,['Gryffindor']
3650,146,64,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Albus Dumbledore']"
3651,146,65,['Order of the Phoenix']
3652,146,66,"['Gryffindor', 'Order of the Phoenix']"
3653,146,68,"[""Dumbledore's Army""]"
3654,146,71,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3655,146,72,['Gryffindor']
3656,146,73,['Order of the Phoenix']
3657,146,75,['Department of Magical Law Enforcement']
3658,146,79,['Gryffindor']
3659,146,83,['Order of the Phoenix']
3660,146,84,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Department of Magical Law Enforcement', 'Albus Dumbledore', 'Gryffindor Quidditch team']"
3661,146,85,"['Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
3662,146,91,['Albus Dumbledore']
3663,146,93,['Order of the Phoenix']
3664,146,98,"['Order of the Phoenix', 'Albus Dumbledore']"
3665,146,99,['Department of Magical Law Enforcement']
3666,146,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3667,146,103,"['Gryffindor', 'Order of the Phoenix', 'Department of Magical Law Enforcement']"
3668,146,104,"['Gryffindor', 'Order of the Phoenix', 'Gryffindor Quidditch team']"
3669,146,105,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3670,146,106,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3671,146,107,['Gryffindor']
3672,146,108,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3673,146,109,"['Gryffindor', 'Order of the Phoenix']"
3674,146,110,"['Gryffindor', 'Gryffindor Quidditch team']"
3675,146,112,"[""Dumbledore's Army""]"
3676,146,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3677,146,115,['Department of Magical Law Enforcement']
3678,146,116,"[""Dumbledore's Army""]"
3679,146,118,"['Gryffindor', ""Dumbledore's Army""]"
3680,146,123,"[""Dumbledore's Army""]"
3681,146,125,['Order of the Phoenix']
3682,146,132,['Gryffindor']
3683,146,133,"['Order of the Phoenix', 'Albus Dumbledore']"
3684,146,134,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Department of Magical Law Enforcement']"
3685,146,139,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3686,146,142,['Order of the Phoenix']
3687,146,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
3688,146,145,['Order of the Phoenix']
3689,146,151,"[""Dumbledore's Army""]"
3690,146,152,"['Gryffindor', ""Dumbledore's Army""]"
3691,146,154,['Albus Dumbledore']
3692,146,155,"['Gryffindor', 'Order of the Phoenix']"
3693,146,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3694,146,165,['Order of the Phoenix']
3695,146,168,['Order of the Phoenix']
3696,146,169,"['Gryffindor', ""Dumbledore's Army""]"
3697,146,172,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3698,146,173,"['Gryffindor', 'Order of the Phoenix']"
3699,146,175,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
3700,147,11,['Lord Voldemort']
3701,147,14,['Lord Voldemort']
3702,147,15,['Lord Voldemort']
3703,147,19,['Lord Voldemort']
3704,147,26,['Lord Voldemort']
3705,147,47,['Lord Voldemort']
3706,147,48,['Lord Voldemort']
3707,147,51,['Lord Voldemort']
3708,147,60,['Lord Voldemort']
3709,147,79,['Lord Voldemort']
3710,147,86,['Lord Voldemort']
3711,147,90,['Lord Voldemort']
3712,147,121,['Lord Voldemort']
3713,150,4,['Slytherin']
3714,150,6,['Slytherin']
3715,150,14,['Slytherin']
3716,150,15,['Slytherin']
3717,150,47,['Slytherin']
3718,150,48,['Slytherin']
3719,150,58,['Slytherin']
3720,150,61,['Slytherin']
3721,150,74,['Slytherin']
3722,150,88,['Slytherin']
3723,150,95,['Slytherin']
3724,150,96,['Slytherin']
3725,150,98,['Slytherin']
3726,150,111,['Slytherin']
3727,150,119,['Slytherin']
3728,150,140,['Slytherin']
3729,150,144,['Slytherin']
3730,150,164,['Slytherin']
3731,150,167,['Slytherin']
3732,151,7,"['Ravenclaw', ""Dumbledore's Army""]"
3733,151,9,"[""Dumbledore's Army""]"
3734,151,13,"['Ravenclaw', ""Dumbledore's Army""]"
3735,151,16,"[""Dumbledore's Army""]"
3736,151,24,"[""Dumbledore's Army""]"
3737,151,36,"[""Dumbledore's Army""]"
3738,151,37,"[""Dumbledore's Army""]"
3739,151,41,['Ravenclaw']
3740,151,46,"['Ravenclaw', ""Dumbledore's Army""]"
3741,151,56,"[""Dumbledore's Army""]"
3742,151,62,['Ravenclaw']
3743,151,64,"[""Dumbledore's Army""]"
3744,151,65,['Ravenclaw']
3745,151,68,"[""Dumbledore's Army""]"
3746,151,71,"[""Dumbledore's Army""]"
3747,151,77,['Ravenclaw']
3748,151,84,"[""Dumbledore's Army""]"
3749,151,86,['Ravenclaw']
3750,151,100,"[""Dumbledore's Army""]"
3751,151,105,"[""Dumbledore's Army""]"
3752,151,106,"[""Dumbledore's Army""]"
3753,151,108,"[""Dumbledore's Army""]"
3754,151,112,"[""Dumbledore's Army""]"
3755,151,114,"[""Dumbledore's Army""]"
3756,151,116,"[""Dumbledore's Army""]"
3757,151,118,"[""Dumbledore's Army""]"
3758,151,123,"['Ravenclaw', ""Dumbledore's Army""]"
3759,151,124,['Ravenclaw']
3760,151,131,['Ravenclaw']
3761,151,134,"[""Dumbledore's Army""]"
3762,151,139,"[""Dumbledore's Army""]"
3763,151,143,"['Ravenclaw', ""Dumbledore's Army""]"
3764,151,146,"[""Dumbledore's Army""]"
3765,151,152,"[""Dumbledore's Army""]"
3766,151,156,['Ravenclaw']
3767,151,157,['Ravenclaw']
3768,151,162,"[""Dumbledore's Army""]"
3769,151,166,['Ravenclaw']
3770,151,169,"[""Dumbledore's Army""]"
3771,151,171,['Ravenclaw']
3772,151,172,"[""Dumbledore's Army""]"
3773,151,175,"[""Dumbledore's Army""]"
3774,152,5,['Gryffindor']
3775,152,7,"[""Dumbledore's Army""]"
3776,152,9,"[""Dumbledore's Army""]"
3777,152,10,['Gryffindor']
3778,152,13,"[""Dumbledore's Army""]"
3779,152,16,"['Gryffindor', ""Dumbledore's Army""]"
3780,152,24,"[""Dumbledore's Army""]"
3781,152,36,"[""Dumbledore's Army""]"
3782,152,37,"['Gryffindor', ""Dumbledore's Army""]"
3783,152,46,"[""Dumbledore's Army""]"
3784,152,54,['Gryffindor']
3785,152,55,['Gryffindor']
3786,152,56,"['Gryffindor', ""Dumbledore's Army""]"
3787,152,63,['Gryffindor']
3788,152,64,"['Gryffindor', ""Dumbledore's Army""]"
3789,152,66,['Gryffindor']
3790,152,68,"[""Dumbledore's Army""]"
3791,152,71,"['Gryffindor', ""Dumbledore's Army""]"
3792,152,72,['Gryffindor']
3793,152,79,['Gryffindor']
3794,152,84,"['Gryffindor', ""Dumbledore's Army""]"
3795,152,85,['Gryffindor']
3796,152,100,"['Gryffindor', ""Dumbledore's Army""]"
3797,152,103,['Gryffindor']
3798,152,104,['Gryffindor']
3799,152,105,"['Gryffindor', ""Dumbledore's Army""]"
3800,152,106,"['Gryffindor', ""Dumbledore's Army""]"
3801,152,107,['Gryffindor']
3802,152,108,"['Gryffindor', ""Dumbledore's Army""]"
3803,152,109,['Gryffindor']
3804,152,110,['Gryffindor']
3805,152,112,"[""Dumbledore's Army""]"
3806,152,114,"['Gryffindor', ""Dumbledore's Army""]"
3807,152,116,"[""Dumbledore's Army""]"
3808,152,118,"['Gryffindor', ""Dumbledore's Army""]"
3809,152,123,"[""Dumbledore's Army""]"
3810,152,132,['Gryffindor']
3811,152,134,"['Gryffindor', ""Dumbledore's Army""]"
3812,152,139,"['Gryffindor', ""Dumbledore's Army""]"
3813,152,143,"[""Dumbledore's Army""]"
3814,152,146,"['Gryffindor', ""Dumbledore's Army""]"
3815,152,151,"[""Dumbledore's Army""]"
3816,152,155,['Gryffindor']
3817,152,162,"['Gryffindor', ""Dumbledore's Army""]"
3818,152,169,"['Gryffindor', ""Dumbledore's Army""]"
3819,152,172,"['Gryffindor', ""Dumbledore's Army""]"
3820,152,173,['Gryffindor']
3821,152,175,"['Gryffindor', ""Dumbledore's Army""]"
3822,154,34,['Albus Dumbledore']
3823,154,39,['Albus Dumbledore']
3824,154,40,['Albus Dumbledore']
3825,154,55,['Albus Dumbledore']
3826,154,64,['Albus Dumbledore']
3827,154,84,['Albus Dumbledore']
3828,154,91,['Albus Dumbledore']
3829,154,98,['Albus Dumbledore']
3830,154,133,['Albus Dumbledore']
3831,154,146,['Albus Dumbledore']
3832,155,5,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
3833,155,9,['Order of the Phoenix']
3834,155,10,['Gryffindor']
3835,155,16,['Gryffindor']
3836,155,17,['Slug Club']
3837,155,21,['Order of the Phoenix']
3838,155,24,['Order of the Phoenix']
3839,155,25,['Order of the Phoenix']
3840,155,27,['Order of the Phoenix']
3841,155,34,['Order of the Phoenix']
3842,155,37,['Gryffindor']
3843,155,40,['Order of the Phoenix']
3844,155,54,['Gryffindor']
3845,155,55,"['Gryffindor', 'Order of the Phoenix']"
3846,155,56,"['Gryffindor', 'Order of the Phoenix']"
3847,155,63,['Gryffindor']
3848,155,64,"['Gryffindor', 'Order of the Phoenix']"
3849,155,65,['Order of the Phoenix']
3850,155,66,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
3851,155,67,['Potter family']
3852,155,71,"['Gryffindor', 'Slug Club']"
3853,155,72,['Gryffindor']
3854,155,73,['Order of the Phoenix']
3855,155,79,['Gryffindor']
3856,155,83,['Order of the Phoenix']
3857,155,84,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Slug Club']"
3858,155,85,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
3859,155,88,['Slug Club']
3860,155,93,['Order of the Phoenix']
3861,155,95,['Slug Club']
3862,155,98,['Order of the Phoenix']
3863,155,100,['Gryffindor']
3864,155,103,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
3865,155,104,"['Gryffindor', 'Order of the Phoenix']"
3866,155,105,"['Gryffindor', 'Order of the Phoenix']"
3867,155,106,"['Gryffindor', 'Order of the Phoenix']"
3868,155,107,['Gryffindor']
3869,155,108,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
3870,155,109,"['Gryffindor', 'Order of the Phoenix']"
3871,155,110,['Gryffindor']
3872,155,111,['Slug Club']
3873,155,113,['Potter family']
3874,155,114,['Gryffindor']
3875,155,118,['Gryffindor']
3876,155,125,['Order of the Phoenix']
3877,155,132,['Gryffindor']
3878,155,133,['Order of the Phoenix']
3879,155,134,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Slug Club']"
3880,155,139,['Gryffindor']
3881,155,142,['Order of the Phoenix']
3882,155,143,['Order of the Phoenix']
3883,155,145,['Order of the Phoenix']
3884,155,146,"['Gryffindor', 'Order of the Phoenix']"
3885,155,152,['Gryffindor']
3886,155,162,['Gryffindor']
3887,155,165,['Order of the Phoenix']
3888,155,168,['Order of the Phoenix']
3889,155,169,['Gryffindor']
3890,155,172,"['Potter family', 'Gryffindor', 'Order of the Phoenix', 'Slug Club']"
3891,155,173,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
3892,155,175,"['Gryffindor', 'Order of the Phoenix']"
3893,156,7,['Ravenclaw']
3894,156,13,['Ravenclaw']
3895,156,41,['Ravenclaw']
3896,156,46,['Ravenclaw']
3897,156,62,['Ravenclaw']
3898,156,65,['Ravenclaw']
3899,156,77,['Ravenclaw']
3900,156,86,['Ravenclaw']
3901,156,123,['Ravenclaw']
3902,156,124,['Ravenclaw']
3903,156,131,['Ravenclaw']
3904,156,143,['Ravenclaw']
3905,156,151,['Ravenclaw']
3906,156,157,['Ravenclaw']
3907,156,166,['Ravenclaw']
3908,156,171,['Ravenclaw']
3909,157,7,['Ravenclaw']
3910,157,13,['Ravenclaw']
3911,157,41,['Ravenclaw']
3912,157,46,['Ravenclaw']
3913,157,62,['Ravenclaw']
3914,157,65,['Ravenclaw']
3915,157,77,['Ravenclaw']
3916,157,86,['Ravenclaw']
3917,157,123,['Ravenclaw']
3918,157,124,['Ravenclaw']
3919,157,131,['Ravenclaw']
3920,157,143,['Ravenclaw']
3921,157,151,['Ravenclaw']
3922,157,156,['Ravenclaw']
3923,157,166,['Ravenclaw']
3924,157,171,['Ravenclaw']
3925,162,5,['Gryffindor']
3926,162,7,"[""Dumbledore's Army""]"
3927,162,9,"[""Dumbledore's Army""]"
3928,162,10,['Gryffindor']
3929,162,13,"[""Dumbledore's Army""]"
3930,162,16,"['Gryffindor', ""Dumbledore's Army""]"
3931,162,24,"[""Dumbledore's Army""]"
3932,162,36,"[""Dumbledore's Army""]"
3933,162,37,"['Gryffindor', ""Dumbledore's Army""]"
3934,162,46,"[""Dumbledore's Army""]"
3935,162,54,['Gryffindor']
3936,162,55,['Gryffindor']
3937,162,56,"['Gryffindor', ""Dumbledore's Army""]"
3938,162,63,['Gryffindor']
3939,162,64,"['Gryffindor', ""Dumbledore's Army""]"
3940,162,66,['Gryffindor']
3941,162,68,"[""Dumbledore's Army""]"
3942,162,71,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3943,162,72,['Gryffindor']
3944,162,79,['Gryffindor']
3945,162,84,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3946,162,85,"['Gryffindor', 'Gryffindor Quidditch team']"
3947,162,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3948,162,103,['Gryffindor']
3949,162,104,"['Gryffindor', 'Gryffindor Quidditch team']"
3950,162,105,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3951,162,106,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3952,162,107,['Gryffindor']
3953,162,108,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3954,162,109,['Gryffindor']
3955,162,110,"['Gryffindor', 'Gryffindor Quidditch team']"
3956,162,112,"[""Dumbledore's Army""]"
3957,162,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
3958,162,116,"[""Dumbledore's Army""]"
