,id,movie,chapter,character,dialog,polarity_score
5510,859,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"Now, Tom, I couldn't tell you if I knew, could I?  I must say, m'boy, I'd like to know where you get your information.  More knowledgable than half the staff, you are. By the way, thank you for the pineapple -- you're quite right, it is my favorite -- how is it you knew?",0.8105
5511,860,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,Intuition.,0.0
5512,861,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"Good gracious, is it that time already?  Off you go, boys, or Professor Dippett will have us all in detention.  Lestrange, Avery, don't forget your essays...",0.6874
5513,862,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"Look sharp, Tom.  You don't want to be caught out of bed after hours...",-0.0572
5514,863,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,I know a secret shortcut or two.,0.0
5515,864,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"Yes, I imagine you do.  Something on your mind, Tom?",0.4019
5516,865,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"Yes, sir.  I couldn't think of anyone else to go to.  The other Professors, well, they're not like you.  They might... misunderstand.",0.049
5517,866,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,Go on.,0.0
5518,867,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"I was in the library the other night, in the Restricted section, and I read something rather odd, about a bit of rare magic and I thought perhaps you could illuminate me.  It's called, as I understand it... a Horcrux.",-0.5994
5519,868,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,Excuse me?,0.0772
5520,869,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,Horcrux.  I came across the term while reading and I didn't fully understand it.,0.0
5521,870,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"I'm not sure what you were reading, Tom, but that's very Dark stuff, very Dark indeed.",-0.1232
5522,871,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"Yes, sir.  Which is why I came to you.  I mean no disrespect to the rest of the staff, but I thought if anyone could tell me... it would be you.",0.3645
5523,872,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,A Horcrux is an object in which a person has concealed part of their soul.,0.0
5524,873,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"Yes, I thought it might be something like that.  But I don't understand how that works, sir.",0.3818
5525,874,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"One splits one's soul and hides part of it in an object.  By doing so, you are protected should you be attacked and your body destroyed.",-0.6124
5526,875,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,Protected?,0.4404
5527,876,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"That part of your soul that was hidden, lives on.  In other words, you cannot die.",0.4847
5528,877,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"How does one split his soul, sir?",0.0
5529,878,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"I think you can guess the answer to that, Tom.",0.0
5530,879,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,Murder.,-0.6908
5531,880,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"Yes.  Killing rips the soul apart. It is a violation against nature. After, one is never the same.",-0.7096
5532,881,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"Out of curiosity, sir -- can you only split your soul once?  For instance, isn't seven the most powerfully magical number --",0.144
5533,882,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"Seven!  Merlin's beard, Tom! Isn't it bad enough to think of killing one person?  To rip the soul into seven pieces...",-0.4826
5534,883,Harry Potter and the Half-Blood Prince,Horcruxes,Horace Slughorn,"This is all hypothetical, isn't it, Tom?  All academic...",0.0
5535,884,Harry Potter and the Half-Blood Prince,Horcruxes,Tom Riddle,"Of course, sir.  And I promise I'll not speak of our conversation.  It'll be our little secret...",0.3182
5536,885,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Sir --,0.0
5537,886,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,This is beyond anything I imagined.  In my life I have seen things that are unimaginably horrific.  I know now... you will see worse.,-0.8176
5538,887,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Do you mean to say he succeeded, sir?  In making a Horcrux?",0.4871
5539,888,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Oh he succeeded.  And not just once.  Think, Harry.  He's just told us.",0.4215
5540,889,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Seven.  He made seven -- the most powerfully magical number.  But... what are they exactly?,0.0726
5541,890,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"They can be anything.  The most commonplace of objects.  A ring, for example.  Or a book...",0.0
5542,891,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Tom Riddle's diary --,0.0
5543,892,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"It's a Horcrux, yes.  Four years ago, when you saved Ginny Weasley's life in the Chamber of Secrets, when you brought me this I knew.  This was a different kind of magic.  Very dark.  Very powerful.  But until tonight, I had no idea just how powerful...",0.703
5544,893,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,And the ring...?,0.0
5545,894,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Belonged to Voldemort's mother. It was difficult to find and...,-0.3612
5546,895,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,... even more difficult to destroy. But if you could find them all. If you did destroy each Horcrux...,-0.8413
5547,896,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,One destroys Voldemort.,-0.5574
5548,897,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"But how would you find them?  They could be hidden anywhere, couldn't they...",0.0
5549,898,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"True.  But magic, especially Dark magic...",0.2263
5550,899,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,... leaves traces.,0.0
5551,900,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"It's where you've been going, isn't it, sir?  When you leave the school.",-0.0516
5552,901,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Yes.  And I think... perhaps... I may have found another.  But this time I cannot hope to destroy it alone.,0.0041
5553,902,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Once again, I shall ask too much of you.",0.0
5554,903,Harry Potter and the Half-Blood Prince,Horcruxes,Hermione Granger,Harry.  It's time.,0.0
5555,904,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Hermione, is the Room of Requirement unplottable?",0.0
5556,905,Harry Potter and the Half-Blood Prince,Horcruxes,Hermione Granger,If one wants it to be.  Why?,0.0
5557,906,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,It would explain why I thought Malfoy was leaving the castle when he disappeared off the Map.,-0.2263
5558,907,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,He was going to the Room of Requirement.,0.0
5559,908,Harry Potter and the Half-Blood Prince,Horcruxes,Hermione Granger,"Of course, and that explains the Vanishing Cabinet as well!",0.3382
5560,909,Harry Potter and the Half-Blood Prince,Horcruxes,Ron Weasley,No.  I got an owl from Dad this morning.  The one at Borgin & Burke's?  It's still there.,0.0
5561,910,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,But I'm telling you.  I saw it --,0.0
5562,911,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,What if there are two?  Vanishing cabinets.,0.0
5563,912,Harry Potter and the Half-Blood Prince,Horcruxes,Hermione Granger,What if there are?,0.0
5564,913,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,I don't know...,0.0
5565,914,Harry Potter and the Half-Blood Prince,Horcruxes,Ron Weasley,"Good luck, mate.",0.7096
5566,915,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,I don't need luck.  I'll be with Dumbledore.,-0.357
5567,916,Harry Potter and the Half-Blood Prince,Horcruxes,Severus Snape,Have you ever considered that you ask too much?  That you take too much for granted?  Has it ever crossed your brilliant mind that I don't want to do this anymore?,0.7284
5568,917,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Whether it has or hasn't is irrelevant.  I will not negotiate this with you, Severus.  You agreed.  There's nothing more to discuss.",0.2732
5569,918,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Harry.  You need a shave, my friend.",0.4939
5570,919,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"At times I forget how much you've grown.  At times I still see the small boy from the cupboard. Forgive my mawkishness, Harry.  I am an old man.",0.0516
5571,920,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"You look the same to me, sir.",0.0
5572,921,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Like your mother, you are unfailingly kind.",0.7096
5573,922,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,A trait people never fail to undervalue.  I'm afraid.,0.431
5574,923,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"The place to which we journey tonight is exceedingly dangerous, Harry.  I promised that you could accompany me and I stand by that promise.  But there is a condition:  You must obey any command I give you -- without question.",0.09
5575,924,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Yes, sir.",0.4019
5576,925,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Understand what I'm saying. Should I tell you to hide, you must hide.",-0.34
5577,926,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Should I tell you to run, you will run.",0.0
5578,927,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,And should I tell you to abandon me and save yourself...,0.0772
5579,928,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,You will do so.,0.0
5580,929,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Your word, Harry.",0.0
5581,930,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,My word.,0.0
5582,931,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Take my arm.,0.0
5583,932,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Sir, I thought one couldn't Apparate within Hogwarts.",0.0
5584,933,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Being me has its privileges.,0.3818
5585,934,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"It's there, isn't it?",0.0
5586,935,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"This is the place.  Oh yes, this place has known magic. Where you stand, Harry, Tom Riddle once stood many, many years ago, when he was but a poor orphan boy with a penchant for cruelty...",-0.8641
5587,936,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"One wintry afternoon, he lured two younger classmates to this cave. What happened is unclear.  But this much is known:  the children were damaged.",-0.6542
5588,937,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Sir!,0.0
5589,938,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"In order to gain passage, payment must be made, payment intended to weaken any intruder.",0.1531
5590,939,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"You should've let me, sir.",0.0
5591,940,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Oh, no, Harry.  Your blood is much more precious than mine.",0.6115
5592,941,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Careful.  The water.,0.1531
5593,942,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,It's there.  The only question is how do we get to it?,0.0
5594,943,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"We couldn't, perhaps, just try a Summoning Charm, sir?",0.4019
5595,944,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Accio Horcrux!,0.0
5596,945,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Perhaps not.,0.0
5597,946,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"If you would, Harry...",0.0
5598,947,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Sir... have you ever taken Felix Felicis?,0.0
5599,948,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Only recreationally.  You see, I believe one creates one's own luck.",0.6249
5600,949,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Professor... there are bodies in this lake.,0.0
5601,950,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Yes.,0.4019
5602,951,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Remember... the water.,0.0
5603,952,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Do you think the Horcrux is in there, sir?",0.0
5604,953,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Oh yes.,0.4019
5605,954,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,It has to be drunk.,-0.34
5606,955,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"You remember the condition on which I brought you with me? This potion might paralyze me.  It might cause me to forget why I'm here.  It might create so much pain I beg for relief.  You are not to indulge these requests, Harry.  It is your job to make sure I keep drinking this potion even if you have to force it down my throat.  Understood?",0.336
5607,956,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Why can't I drink it, sir?",0.0
5608,957,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Because I am much older, much cleverer... and much less valuable. Your good health, Harry.",0.8148
5609,958,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Professor?,0.0
5610,959,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,Professor?  Can you hear me?,0.0
5611,960,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Don't... don't make me...,0.0
5612,961,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"You... you can't stop, Professor. You've got to keep drinking.  Like you said.  Remember.",0.5248
5613,962,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Nooooooo!!!,0.0
5614,963,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Make it stop... Please... make it stop...,-0.2732
5615,964,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"It will, sir.  It'll stop.  But only if you drink...",-0.1531
5616,965,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,My fault.  It's all my fault...,-0.6597
5617,966,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Too much... I can't... take it... I want... to die... kill... kill me... KILL ME, HARRY!",-0.9671
5618,967,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,What?,0.0
5619,968,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"Your word, Harry!  Your word!",0.0
5620,969,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,No...,0.0
5621,970,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Kill me!  It's the only way!,-0.7418
5622,971,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,One more.  Just one more.  And then -- I promise... I'll do what you say.,0.3182
5623,972,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,I promise.,0.3182
5624,973,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Water. Water...,0.0
5625,974,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Aguamenti.,0.0
5626,975,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"You did it, sir.  Look --",0.0
5627,976,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Water!,0.0
5628,977,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"I'm trying, sir.  I'm --",0.0
5629,978,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,Go...,0.0
5630,979,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,We have to... go.,0.0
5631,980,Harry Potter and the Half-Blood Prince,Horcruxes,Harry Potter,"Don't worry, sir.  We're nearly there.",0.3412
5632,981,Harry Potter and the Half-Blood Prince,Horcruxes,Albus Dumbledore,"I am not worried, Harry.  I am with you.",0.2235
5633,982,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Minerva McGonagall,To your Houses.  No dawdling.,-0.296
5634,983,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Harry Potter,"We need to get you up to the hospital, sir, to Madam Pomfrey --",0.0
5635,984,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,No.  Severus... Severus is who I need... Go and wake him... Tell him what has happened...,0.0
5636,985,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Speak to no one else... I... I shall wait here...,-0.296
5637,986,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Harry Potter,All right.  Okay.,0.2263
5638,987,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Harry Potter,"Sir, are you... praying?",0.3612
5639,988,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"No, Harry.  I do not pray.  I was merely closing a window -- the one that had allowed us to Apparate.",-0.2411
5640,989,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Hide yourself below.  And do not speak or show yourself without my permission.  No matter what.,-0.196
5641,990,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"Do as I say, Harry.",0.0
5642,991,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Trust me.,0.5106
5643,992,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"Good evening, Draco.  What brings you out on such a fine Spring evening?  Or is it Summer?",0.6199
5644,993,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,Who else is here?  I heard you talking.,0.0
5645,994,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"I often talk aloud to myself.  I find it extraordinarily useful. That which sounds sane at a whisper can seem utterly mad when said for all the world to hear. Haven't been whispering to yourself, have you, Draco?",-0.1513
5646,995,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"You are not an assassin, Draco.",0.0
5647,996,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,How do you know what I am?  I've done things that would shock you.,-0.3818
5648,997,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"Like cursing Katie Bell and hoping she would, in turn, bear a cursed necklace to me?  Like replacing a bottle of mead with one laced with poison.  Forgive me, Draco, but these are attempts so feeble I cannot help but question if your heart has been really in them. I'm curious.  When Voldemort gave you this task, when he asked you to kill me, was it in a whisper?",-0.4847
5649,998,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,He trusts me!  I was chosen!,0.5696
5650,999,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Then I shall make it easy for you.,0.4404
5651,1000,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,Expelliarumus!,0.0
5652,1001,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"Well done, Draco.  But I warn you. Killing is not nearly as easy.",-0.8823
5653,1002,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,You're not alone.  Are you.  There are others.  How?,0.1877
5654,1003,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,The Vanishing Cabinet in the Room of Requirement.,0.0
5655,1004,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,That cabinet has been broken for years.,-0.4767
5656,1005,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,I've been mending it.,0.0
5657,1006,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Ingenious.  Let me guess.  It has a sister.  A twin.,0.0
5658,1007,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,In Borgin & Burkes.  They form --,0.0
5659,1008,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"A passage, yes.  Very good. I once knew a boy years ago who made all the wrong choices.  Let me help you, Draco.",0.6697
5660,1009,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Draco Malfoy,I don't want your help!  Don't you see!  I have to do it!  I have to! I've got to kill you or he'll kill me.,-0.9331
5661,1010,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"Say that again, Draco.  But aloud this time.",0.0
5662,1011,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Bellatrix Lestrange,"Well now, look what we have here. Dumbledore.  Wandless and alone.",0.0258
5663,1012,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Bellatrix Lestrange,"Cornered in his own castle.  Well done, Draco.",0.0
5664,1013,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,"Good evening, Bellatrix.  I think introductions are in order.",0.4404
5665,1014,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Bellatrix Lestrange,"Love to, Albus.  But I'm afraid we're on a bit of a tight schedule.",0.3818
5666,1015,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Fenrir Greyback,Do it.,0.0
5667,1016,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Bellatrix Lestrange,He doesn't have the stomach.  Like his father.  Let me finish him. In my own way.,0.3612
5668,1017,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Severus Snape,"No!  The Dark Lord was clear.  The boy's to do it.  Go on, Draco. Now!",0.4912
5669,1018,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Severus Snape,No.,0.0
5670,1019,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Severus...,0.0
5671,1020,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Bellatrix Lestrange,"Well, look who's here.  Hogwarts own Defense Against the Dark Arts teacher.  Come to see the slaughter?",0.3818
5672,1021,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Albus Dumbledore,Severus... please.,0.3182
5673,1022,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Severus Snape,I gave my word.  I made a vow...,0.0
5674,1023,Harry Potter and the Half-Blood Prince,The Astronomy Tower,Severus Snape,Avada Kedavra!,0.0
5675,1024,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,You can no longer stay here.,-0.296
5676,1025,Harry Potter and the Half-Blood Prince,Flight of the Prince,Bellatrix Lestrange,Boo.,0.0
5677,1026,Harry Potter and the Half-Blood Prince,Flight of the Prince,Bellatrix Lestrange,Draco!  Draco! They'll kill you if you stay.,-0.7418
5678,1027,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,Go on!,0.0
5679,1028,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,Go on!,0.0
5680,1029,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,Cruciatus!,0.0
5681,1030,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,Incacerata!,0.0
5682,1031,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,Impedimenta!,0.0
5683,1032,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,"Fight!  Fight back, you coward!",-0.8309
5684,1033,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,Don't ever associate that word and my name again.,0.0
5685,1034,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,No!  He belongs to the Dark Lord!,0.0
5686,1035,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,Sectumsempra!,0.0
5687,1036,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,"You dare use my own spells against me, Potter?",0.0
5688,1037,Harry Potter and the Half-Blood Prince,Flight of the Prince,Severus Snape,"You may have gotten your mother's eyes, but you're as dim as your father.  Yes.  It's me.  I'm the Half-Blood Prince.",0.5499
5689,1038,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,Hagrid... HAGRID!,0.0
5690,1039,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,Hagrid!  You alright?,0.3164
5691,1040,Harry Potter and the Half-Blood Prince,Flight of the Prince,Rubeus Hagrid,"Take more'n tha' ter finish me off.  Not sure about me 'ouse, tho'.  But if anybody can put it righ', Dumbledore can.",-0.1232
5692,1041,Harry Potter and the Half-Blood Prince,Flight of the Prince,Harry Potter,"Hagrid, Dumbledore --",0.0
5693,1042,Harry Potter and the Half-Blood Prince,Flight of the Prince,Rubeus Hagrid,Only thing I can't reckon is wha' Snape was doin' with tha' lot.,0.0
5694,1043,Harry Potter and the Half-Blood Prince,Flight of the Prince,Rubeus Hagrid,"An' wha's this wi' the Dark Mar'? Who's been killed? Where's Dumbledore, 'arry? Where's Dumbledore!!",-0.7666
5695,1044,Harry Potter and the Half-Blood Prince,R.a.B.,Minerva McGonagall,Potter.,0.0
5696,1045,Harry Potter and the Half-Blood Prince,R.a.B.,Minerva McGonagall,"Potter, in light of what's happened... should you feel the need to talk to someone...",0.0
5697,1046,Harry Potter and the Half-Blood Prince,R.a.B.,Minerva McGonagall,You should know... Professor Dumbledore...,0.0
5698,1047,Harry Potter and the Half-Blood Prince,R.a.B.,Minerva McGonagall,You meant a great deal to him.,0.6249
5699,1048,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,Dumbledore.,0.0
5700,1049,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,Do you think he would've done it. Draco?,0.0
5701,1050,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,"No.  He was lowering his wand.  In the end, it was Snape.  It was always Snape.  And I did nothing...",-0.25
5702,1051,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,Strange.  Thinking this is a piece of Voldemort's soul...,-0.2023
5703,1052,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,"Yeah, strange.  Only... it's not. It's a fake.",0.4504
5704,1053,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,Go on.  Open it.,0.0
5705,1054,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,"'To the Dark Lord.  I know I will be dead long before you read this but I want you to know that it was I who discovered your secret.  I have stolen the real Horcrux and intend to destroy it as soon as I can.  I face death in the hope that when you meet your match, you will be mortal once more.  R.A.B.'",-0.9294
5706,1055,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,"Dunno.  But whoever they are, they have the real Horcrux.  Which means, it was a waste.  All of it.",-0.5719
5707,1056,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,"Ron's okay with it, you know.  You and Ginny.  But if I were you, when he's around, I'd keep the snogging to a minimum.",0.1154
5708,1057,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,"I'm not coming back, Hermione.",0.0
5709,1058,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,We reckoned -- Ron and me.,0.0
5710,1059,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,I have to finish what Dumbledore started. I'm not sure where that will lead me... but I'll let you and Ron konw where I am -- when I can.,-0.1232
5711,1060,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,"I've always admired your courage, Harry, but sometimes... you're really thick.",0.5023
5712,1061,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,"You don't honestly think you can find all those Horcruxes by yourself, do you? You need us, Harry.",-0.357
5713,1062,Harry Potter and the Half-Blood Prince,R.a.B.,Harry Potter,Yeah.  I do.  But do me a favor. When I'm around?  Keep the snogging to a minimum.,0.631
5714,1063,Harry Potter and the Half-Blood Prince,R.a.B.,Hermione Granger,Like that's going to happen.,0.3612
