,name,birth,death,species,ancestry,gender,hair_color,eye_color,patronus,house,associated_groups,books_featured_in,nb_books_featured_in,wood,length,core,Note,id,label,link,link_image,connection_label,nb_associations,nb_interactions,image_name
86,Quirinus Quirrell,"26 September,1970 or earlier",4 June 1992,Human,Half-blood,Male,,,Non-corporeal,Ravenclaw,"['Ravenclaw', 'Lord Voldemort']","[1, 2, 3, 4, 5, 6, 7]",7,Alder,9.0,Unicorn hair,This wand was nice for Charm work.,109,Quirinus Quirrell,Quirinus_Quirrell,http://img2.wikia.nocookie.net/__cb20110806132643/harrypotter/images/e/e1/Quirinus-Quirrel_458.jpg,"['Albus Dumbledore', 'Argus Filch', 'Bellatrix Lestrange', 'Cuthbert Binns', 'Dolores Umbridge', 'Draco Malfoy', 'Fang', 'Filius Flitwick', 'Firenze', 'Fluffy', 'Fred Weasley', 'George Weasley', 'Harry Potter', 'Hermione Granger', 'James Potter', 'Lord Voldemort', 'Minerva McGonagall', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicolas Flamel', 'Norberta', 'Oliver Wood', 'Peeves', 'Pomona Sprout', 'Poppy Pomfrey', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape']",2,30,quirinus_quirrell
87,Thomas Riddle,1880,"August, 1943 (aged 62 - 63)",Human,Muggle,Male,,,,,[],"[4, 6]",2,,,,,113,Thomas Riddle,Thomas_Riddle,http://img2.wikia.nocookie.net/__cb20130519081317/harrypotter/images/d/d5/Thomas_Riddle_grave.png,"['Frank Bryce', 'Lord Voldemort', 'Marvolo Gaunt', 'Mary Riddle', 'Merope Gaunt', 'Morfin Gaunt', 'Tom Riddle Senior']",0,7,thomas_riddle
88,Lord Voldemort,"31 December, 1926","2 May, 1998 (aged 71)",Human,Half-blood,Male,Bald (formerly black),Scarlet (formerly dark brown),None,Slytherin,"['Death Eaters', 'Slytherin', 'Slug Club']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,115,Lord Voldemort,Lord_Voldemort,http://img3.wikia.nocookie.net/__cb20140619173704/harrypotter/images/1/1c/Tomdh.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Amelia Bones', 'Amycus Carrow', 'Andromeda Tonks', 'Antonin Dolohov', 'Aragog', 'Augusta Longbottom', 'Augustus Rookwood', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bathilda Bagshot', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charity Burbage', 'Colin Creevey', 'Cornelius Fudge', 'Dean Thomas', 'Dedalus Diggle', 'Dobby', 'Draco Malfoy', 'Emmeline Vance', 'Fenrir Greyback', 'Fleur Delacour', 'Fluffy', 'Frank Bryce', 'Fred Weasley', 'Garrick Ollivander', 'Gellert Grindelwald', 'Goyle Sr', 'Mykew Gregorovitch', 'Harry Potter', 'Helena Ravenclaw', 'Helga Hufflepuff', 'Hepzibah Smith', 'Hermione Granger', 'Horace Slughorn', 'Igor Karkaroff', 'James Potter', 'Katie Bell', 'Kingsley Shacklebolt', 'Kreacher', 'Lee Jordan', 'Lucius Malfoy', 'Luna Lovegood', 'Marvolo Gaunt', 'Mary Riddle', 'Merope Gaunt', 'Michael Corner', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Morfin Gaunt', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nymphadora Tonks', 'Olympe Maxime', 'Parvati Patil', 'Percy Weasley', 'Peter Pettigrew', 'Petunia Dursley', 'Pius Thicknesse', 'Pomona Sprout', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Regulus Black', 'Rita Skeeter', 'Rodolphus Lestrange', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Salazar Slytherin', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore', 'Sybill Trelawney', 'Ted Tonks', 'Theodore Nott', 'Thomas Riddle', 'Tom Riddle Senior', 'Vincent Crabbe senior']",3,85,lord_voldemort
89,Tom Riddle Senior,1905,"August, 1943 (aged 37/38)",Human,Muggle,Male,Dark,,,,[],"[2, 4, 5, 6]",4,,,,,114,Tom Riddle Senior,Tom_Riddle_Sr.,http://img1.wikia.nocookie.net/__cb20130528141725/harrypotter/images/c/c7/Tom_Riddle_Sr._grave.jpg,"['Albus Dumbledore', 'Bartemius Crouch Junior', 'Bob Ogden', 'Cadmus Peverell', 'Frank Bryce', 'Harry Potter', 'Lord Voldemort', 'Marvolo Gaunt', 'Mary Riddle', 'Merope Gaunt', 'Morfin Gaunt', 'Peter Pettigrew', 'Salazar Slytherin', 'Severus Snape', 'Thomas Riddle']",0,15,tom_riddle_senior
90,Augustus Rookwood,Pre 1964,,Human,Pure-blood or Half-blood,Male,Brown/greying,,None,,"['Death Eaters', 'Lord Voldemort']","[4, 5, 7]",3,,,,,116,Augustus Rookwood,Augustus_Rookwood,http://img2.wikia.nocookie.net/__cb20140331154816/harrypotter/images/f/ff/338px-%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82_%D0%A0%D1%83%D0%BA%D0%B2%D1%83%D0%B4.jpg,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Bartemius Crouch Senior', 'Bellatrix Lestrange', 'Fred Weasley', 'Harry Potter', 'Igor Karkaroff', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Lucius Malfoy', 'Ludovic Bagman', 'Percy Weasley', 'Severus Snape', 'Sirius Black']",2,14,augustus_rookwood
91,Newton Scamander,24 February 1897,,Human,Pure-blood or Half-blood,Male,Red brown,Blue,,Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', 'Albus Dumbledore', 'British Ministry of Magic']",[1],1,,,,,117,Newton Scamander,Newt_Scamander,http://img2.wikia.nocookie.net/__cb20130220141251/harrypotter/images/3/34/Newton_Scamander.jpg,['Luna Lovegood'],4,1,newton_scamander
92,Rufus Scrimgeour,Pre 1968,"1 August, 1997",Human,,Male,Tawny,Yellowish,Non-corporeal,,['British Ministry of Magic'],"[5, 6, 7]",3,,,,,118,Rufus Scrimgeour,Rufus_Scrimgeour,http://img1.wikia.nocookie.net/__cb20100821183031/harrypotter/images/a/a0/Scrimhallows22.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Arthur Weasley', 'Bill Weasley', 'Cormac McLaggen', 'Cornelius Fudge', 'Dolores Umbridge', 'Elphias Doge', 'Everard', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Minerva McGonagall', 'Molly Weasley', 'Nymphadora Tonks', 'Percy Weasley', 'Pius Thicknesse', 'Ronald Weasley', 'Sirius Black', 'Stanley Shunpike', 'Sybill Trelawney', 'Xenophilius Lovegood']",1,27,rufus_scrimgeour
93,Kingsley Shacklebolt,In or before 1960,,Human,Pure-blood,Male,Bald,Black,Lynx,,"['British Ministry of Magic', 'Order of the Phoenix', 'Advance Guard', 'Hogwarts School of Witchcraft and Wizardry']","[5, 6, 7]",3,,,,,119,Kingsley Shacklebolt,Kingsley_Shacklebolt,http://img2.wikia.nocookie.net/__cb20101113194841/harrypotter/images/7/79/Kingsleydh.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Amycus Carrow', 'Arthur Weasley', 'Augustus Rookwood', 'Bellatrix Lestrange', 'Bill Weasley', 'Charlie Weasley', 'Cornelius Fudge', 'Dedalus Diggle', 'Dolores Umbridge', 'Draco Malfoy', 'Elphias Doge', 'Emmeline Vance', 'Fat Friar', 'Fenrir Greyback', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Helena Ravenclaw', 'Hermione Granger', 'Horace Slughorn', 'James Potter', 'Lee Jordan', 'Lord Voldemort', 'Marietta Edgecombe', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nymphadora Tonks', 'Percy Weasley', 'Pius Thicknesse', 'Remus Lupin', 'Ronald Weasley', 'Rufus Scrimgeour', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore']",4,43,kingsley_shacklebolt
94,Stanley Shunpike,Between 15 September 1974 and 13 September 1975,,Human,Pure-blood or Half-blood,Male,,,Non-corporeal,,[],"[3, 4, 5, 6, 7]",5,,,,,120,Stanley Shunpike,Stan_Shunpike,http://img2.wikia.nocookie.net/__cb20090611131501/harrypotter/images/4/49/StanShunpike.jpg,"['Cornelius Fudge', 'Harry Potter', 'Neville Longbottom', 'Nymphadora Tonks', 'Rufus Scrimgeour']",0,5,stanley_shunpike
95,Horace Slughorn,"28 April, between 1882 and 1913",,Human,Pure-blood or Half-blood,Male,Bald,Gooseberry,Non-corporeal,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slug Club', 'Slytherin']","[6, 7]",2,Cedar,10.25,Dragon heartstring,Fairly flexible.,122,Horace Slughorn,Horace_Slughorn,http://img2.wikia.nocookie.net/__cb20121226172917/harrypotter/images/e/e0/Horace_Slughorn.jpg,"['Albus Dumbledore', 'Aragog', 'Argus Filch', 'Arthur Weasley', 'Blaise Zabini', 'Charlie Weasley', 'Cormac McLaggen', 'Dirk Cresswell', 'Dolores Umbridge', 'Draco Malfoy', 'Filius Flitwick', 'Ginny Weasley', 'Goyle Sr', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Madam Rosmerta', 'Minerva McGonagall', 'Neville Longbottom', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Peter Pettigrew', 'Pomona Sprout', 'Poppy Pomfrey', 'Regulus Black', 'Romilda Vane', 'Ronald Weasley', 'Rubeus Hagrid', 'Severus Snape', 'Sirius Black', 'Sybill Trelawney', 'Theodore Nott', 'Zacharias Smith']",3,38,horace_slughorn
96,Salazar Slytherin,Pre 976,11th century (most likely),Human,Pure-blood,Male,Grey,Grey,,Slytherin,"['Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[2, 6, 7]",3,,,,,123,Salazar Slytherin,Salazar_Slytherin,http://img2.wikia.nocookie.net/__cb20140615154545/harrypotter/images/2/2b/PR_007_005-e1313269785740.jpg,"['Albus Dumbledore', 'Bloody Baron', 'Colin Creevey', 'Cuthbert Binns', 'Dolores Umbridge', 'Draco Malfoy', 'Godric Gryffindor', 'Harry Potter', 'Hepzibah Smith', 'Kreacher', 'Lord Voldemort', 'Marvolo Gaunt', 'Merope Gaunt', 'Myrtle Warren', 'Morfin Gaunt', 'Mundungus Fletcher', 'Nagini', 'Peeves', 'Pomona Sprout', 'Regulus Black', 'Rowena Ravenclaw', 'Rubeus Hagrid', 'Tom Riddle Senior']",2,23,salazar_slytherin
97,Zacharias Smith,between 1 September 1979 and 2 May 1981 (possibly),,Human,Pure-blood or Half-blood,Male,Blond,,,Hufflepuff,['Hufflepuff'],"[5, 6, 7]",3,,,,,125,Zacharias Smith,Zacharias_Smith,http://img3.wikia.nocookie.net/__cb20070811224350/harrypotter/images/1/1b/Zsmith.jpg,"['Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Dean Thomas', 'Dolores Umbridge', 'Ernest Macmillan', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hepzibah Smith', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Luna Lovegood', 'Neville Longbottom', 'Parvati Patil', 'Ronald Weasley', 'Seamus Finnigan', 'Susan Bones']",1,28,zacharias_smith
98,Severus Snape,9 January 1960,2 May 1998 (aged 38),Human,Half-blood,Male,Black,Black,Doe,Slytherin,"['Harry Potter', 'Albus Dumbledore', 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Slytherin']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,126,Severus Snape,Severus_Snape,http://img2.wikia.nocookie.net/__cb20140619181008/harrypotter/images/a/a3/Severus_Snape.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Alice Longbottom', 'Amycus Carrow', 'Angelina Johnson', 'Antonin Dolohov', 'Arabella Figg', 'Argus Filch', 'Ariana Dumbledore', 'Arthur Weasley', 'Augusta Longbottom', 'Augustus Rookwood', 'Bartemius Crouch Junior', 'Bellatrix Lestrange', 'Bill Weasley', 'Buckbeak', 'Charity Burbage', 'Colin Creevey', 'Cormac McLaggen', 'Cornelius Fudge', 'Dean Thomas', 'Dirk Cresswell', 'Dolores Umbridge', 'Draco Malfoy', 'Emmeline Vance', 'Ernest Macmillan', 'Fat Friar', 'Fat Lady', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fluffy', 'Frank Longbottom', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Goyle Sr', 'Gregory Goyle', 'Hannah Abbott', 'Harry Potter', 'Helena Ravenclaw', 'Hermione Granger', 'Horace Slughorn', 'Igor Karkaroff', 'Irma Pince', 'James Potter', 'Justin Finch-Fletchley', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Madam Rosmerta', 'Merope Gaunt', 'Millicent Bulstrode', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nymphadora Tonks', 'Oliver Wood', 'Pansy Parkinson', 'Peter Pettigrew', 'Petunia Dursley', 'Pius Thicknesse', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Rolanda Hooch', 'Romilda Vane', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Sirius Black', 'Sybill Trelawney', 'Terry Boot', 'Tom Riddle Senior', 'Trevor', 'Vincent Crabbe senior', 'Winky']",5,94,severus_snape
99,Pius Thicknesse,Pre-1980,,Human,Pure-blood or Half-blood,Male,Black and silver,,,,"['British Ministry of Magic', 'Department of Magical Law Enforcement']",[7],1,,,,,129,Pius Thicknesse,Pius_Thicknesse,http://img4.wikia.nocookie.net/__cb20100923203521/harrypotter/images/2/21/Pius_Thicknesse.png,"['Alastor Moody', 'Albus Dumbledore', 'Alecto Carrow', 'Amelia Bones', 'Amycus Carrow', 'Antonin Dolohov', 'Arthur Weasley', 'Dirk Cresswell', 'Dolores Umbridge', 'Fred Weasley', 'Harry Potter', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Luna Lovegood', 'Nagini', 'Nymphadora Tonks', 'Percy Weasley', 'Rufus Scrimgeour', 'Severus Snape', 'Xenophilius Lovegood']",2,20,pius_thicknesse
100,Dean Thomas,between 1 September 1979 and 31 August 1980,,Human,Half-blood,Male,Black,Brown,Non-corporeal,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', ""Dumbledore's Army""]","[1, 2, 3, 4, 5, 6, 7]",7,,,,,130,Dean Thomas,Dean_Thomas,http://img1.wikia.nocookie.net/__cb20110813175008/harrypotter/images/2/21/Dean_ThomasDH2.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Anthony Goldstein', 'Antonin Dolohov', 'Argus Filch', 'Bellatrix Lestrange', 'Bill Weasley', 'Buckbeak', 'Cedric Diggory', 'Cho Chang', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Ernest Macmillan', 'Fenrir Greyback', 'Firenze', 'Fleur Delacour', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Griphook', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'Justin Finch-Fletchley', 'Katie Bell', 'Lavender Brown', 'Lee Jordan', 'Lord Voldemort', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nymphadora Tonks', 'Parvati Patil', 'Remus Lupin', 'Ronald Weasley', 'Rubeus Hagrid', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Sybill Trelawney', 'Ted Tonks', 'Terry Boot', 'Zacharias Smith']",4,54,dean_thomas
101,Ted Tonks,,"March, 1998",Human,Muggle-born,Male,Fair,,,,[],"[5, 7]",2,,,,,133,Ted Tonks,Ted_Tonks,http://img4.wikia.nocookie.net/__cb20130712183158/harrypotter/images/4/49/TedTonks.JPG,"['Albus Dumbledore', 'Andromeda Tonks', 'Arthur Weasley', 'Bellatrix Lestrange', 'Dean Thomas', 'Dirk Cresswell', 'Draco Malfoy', 'Fenrir Greyback', 'Griphook', 'Harry Potter', 'Hermione Granger', 'Lord Voldemort', 'Narcissa Malfoy', 'Nymphadora Tonks', 'Remus Lupin', 'Rubeus Hagrid', 'Sirius Black', 'Teddy Lupin']",0,18,ted_tonks
102,Trevor,pre 1991,,,,Male,,Black,,,[],"[1, 3, 4, 5, 6]",5,,,,,175,Trevor,Trevor,http://img2.wikia.nocookie.net/__cb20080803231816/harrypotter/images/5/5a/Trevor.jpg,"['Cho Chang', 'Filius Flitwick', 'Harry Potter', 'Hermione Granger', 'Luna Lovegood', 'Neville Longbottom', 'Severus Snape']",0,7,trevor
103,Arthur Weasley,"6 February, 1950",,Human,Pure-blood,Male,Red,Green,Weasel,Gryffindor,"['Weasley family', 'Prewett family', 'Potter family', 'Order of the Phoenix', 'British Ministry of Magic', 'Department of Magical Law Enforcement', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,139,Arthur Weasley,Arthur_Weasley,http://img2.wikia.nocookie.net/__cb20101007151529/harrypotter/images/a/a4/ARTHUR1.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Amos Diggory', 'Andromeda Tonks', 'Angelina Johnson', 'Argus Filch', 'Bellatrix Lestrange', 'Bill Weasley', 'Charlie Weasley', 'Cornelius Fudge', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Dudley Dursley', 'Everard', 'Fang', 'Fat Lady', 'Fawkes', 'Fenrir Greyback', 'Fleur Delacour', 'Fred Weasley', 'Garrick Ollivander', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Harry Potter', 'Hedwig', 'Hermione Granger', 'Horace Slughorn', 'Kingsley Shacklebolt', 'Kreacher', 'Lily Potter', 'Lucius Malfoy', 'Molly Weasley', 'Mundungus Fletcher', 'Nagini', 'Nymphadora Tonks', 'Percy Weasley', 'Peter Pettigrew', 'Pius Thicknesse', 'Remus Lupin', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Ted Tonks', 'Vernon Dursley']",8,50,arthur_weasley
104,Charlie Weasley,"12 December, 1972",,Human,Pure-blood,Male,Red,,Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]",7,Ash,12.0,Unicorn hair,Ron's brother Charlie's old wand; severely damaged in September 1992 after a run-in with the Whomping Willow.,141,Charlie Weasley,Charlie_Weasley,http://img1.wikia.nocookie.net/__cb20100615171806/harrypotter/images/f/f7/Charlie1.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Arthur Weasley', 'Bellatrix Lestrange', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Kingsley Shacklebolt', 'Lily Potter', 'Molly Weasley', 'Nagini', 'Neville Longbottom', 'Nymphadora Tonks', 'Olympe Maxime', 'Percy Weasley', 'Remus Lupin', 'Rita Skeeter', 'Rubeus Hagrid']",6,21,charlie_weasley
105,Fred Weasley,"1 April, 1978","2 May, 1998 (aged 20)",Human,Pure-blood,Male,Red,,Magpie,Gryffindor,"[""Dumbledore's Army"", 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Weasley family', 'Prewett family']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,142,Fred Weasley,Fred_Weasley,http://img1.wikia.nocookie.net/__cb20101007152409/harrypotter/images/1/18/PHELPS2-1.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Anthony Goldstein', 'Argus Filch', 'Arthur Weasley', 'Augustus Rookwood', 'Bellatrix Lestrange', 'Bill Weasley', 'Charlie Weasley', 'Cho Chang', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Dudley Dursley', 'Ernest Macmillan', 'Filius Flitwick', 'Fleur Delacour', 'George Weasley', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'James Potter', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lee Jordan', 'Lord Voldemort', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Neville Longbottom', 'Nymphadora Tonks', 'Oliver Wood', 'Peeves', 'Percy Weasley', 'Peter Pettigrew', 'Pius Thicknesse', 'Quirinus Quirrell', 'Remus Lupin', 'Ronald Weasley', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Terry Boot', 'Zacharias Smith']",7,54,fred_weasley
106,George Weasley,"1 April, 1978",,Human,Pure-blood,Male,Red,,Magpie,Gryffindor,"[""Dumbledore's Army"", 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Weasley family', 'Prewett family']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,143,George Weasley,George_Weasley,http://img2.wikia.nocookie.net/__cb20101007152422/harrypotter/images/f/f5/PHELPS2.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alicia Spinnet', 'Angelina Johnson', 'Anthony Goldstein', 'Argus Filch', 'Arthur Weasley', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charlie Weasley', 'Cho Chang', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Dudley Dursley', 'Ernest Macmillan', 'Filius Flitwick', 'Fleur Delacour', 'Fred Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Hannah Abbott', 'Harry Potter', 'Hermione Granger', 'James Potter', 'Justin Finch-Fletchley', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Neville Longbottom', 'Nymphadora Tonks', 'Oliver Wood', 'Peeves', 'Penelope Clearwater', 'Percy Weasley', 'Peter Pettigrew', 'Quirinus Quirrell', 'Remus Lupin', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Terry Boot', 'Vincent Crabbe', 'Zacharias Smith']",7,57,george_weasley
107,Percy Weasley,"22 August, 1976",,Human,Pure-blood,Male,"Red, greying and balding (as of 2014)",,Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'British Ministry of Magic']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,146,Percy Weasley,Percy_Weasley,http://img1.wikia.nocookie.net/__cb20110924185815/harrypotter/images/5/58/Percy_WeasleyDH2.jpg,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Angelina Johnson', 'Argus Filch', 'Arthur Weasley', 'Augustus Rookwood', 'Bartemius Crouch Senior', 'Bill Weasley', 'Charity Burbage', 'Charlie Weasley', 'Cornelius Fudge', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Minerva McGonagall', 'Molly Weasley', 'Mundungus Fletcher', 'Nagini', 'Oliver Wood', 'Peeves', 'Penelope Clearwater', 'Peter Pettigrew', 'Pius Thicknesse', 'Pomona Sprout', 'Remus Lupin', 'Rita Skeeter', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Sirius Black', 'Winky']",5,40,percy_weasley
